referenceid,endpoint,resolverid,displaycolor
battleprincessmadelyn,https://battleprincessmadelyn.gamepedia.com/api.php,generic,"!random"
splatoon2,https://splatoon2.gamepedia.com/api.php,generic,"!random"
towers,https://towers.gamepedia.com/api.php,generic,"!random"
lastidea,https://lastidea.gamepedia.com/api.php,generic,"!random"
autochess,https://autochess.gamepedia.com/api.php,generic,"!random"
monomals,https://monomals.gamepedia.com/api.php,generic,"!random"
monkeykingheroisback,https://monkeykingheroisback.gamepedia.com/api.php,generic,"!random"
burningknight,https://burningknight.gamepedia.com/api.php,generic,"!random"
metalwolfchaos,https://metalwolfchaos.gamepedia.com/api.php,generic,"!random"
inthevalleyofgods,https://inthevalleyofgods.gamepedia.com/api.php,generic,"!random"
plxsys,https://plxsys.gamepedia.com/api.php,generic,"!random"
sandbox,https://sandbox.gamepedia.com/api.php,generic,"!random"
bosscrushers,https://bosscrushers.gamepedia.com/api.php,generic,"!random"
ghostofatale,https://ghostofatale.gamepedia.com/api.php,generic,"!random"
loversinadangerousspacetime,https://loversinadangerousspacetime.gamepedia.com/api.php,generic,"!random"
neptunespride2,https://neptunespride2.gamepedia.com/api.php,generic,"!random"
zombieparty,https://zombieparty.gamepedia.com/api.php,generic,"!random"
hob,https://hob.gamepedia.com/api.php,generic,"!random"
machinaero,https://machinaero.gamepedia.com/api.php,generic,"!random"
planetoidpioneers,https://planetoidpioneers.gamepedia.com/api.php,generic,"!random"
ouchwar,https://ouchwar.gamepedia.com/api.php,generic,"!random"
stormland,https://stormland.gamepedia.com/api.php,generic,"!random"
closecallextreme,https://closecallextreme.gamepedia.com/api.php,generic,"!random"
lotrlivingcardgame,https://lotrlivingcardgame.gamepedia.com/api.php,generic,"!random"
santiago,https://santiago.gamepedia.com/api.php,generic,"!random"
buildersofegypt,https://buildersofegypt.gamepedia.com/api.php,generic,"!random"
toyodyssey,https://toyodyssey.gamepedia.com/api.php,generic,"!random"
voxelaxy,https://voxelaxy.gamepedia.com/api.php,generic,"!random"
dungeonquest,https://dungeonquest.gamepedia.com/api.php,generic,"!random"
hotlava,https://hotlava.gamepedia.com/api.php,generic,"!random"
unfortunatespacemen,https://unfortunatespacemen.gamepedia.com/api.php,generic,"!random"
battlewake,https://battlewake.gamepedia.com/api.php,generic,"!random"
lithobreak,https://lithobreak.gamepedia.com/api.php,generic,"!random"
leftalive,https://leftalive.gamepedia.com/api.php,generic,"!random"
untoldstories,https://untoldstories.gamepedia.com/api.php,generic,"!random"
breathedge,https://breathedge.gamepedia.com/api.php,generic,"!random"
airbornekingdom,https://airbornekingdom.gamepedia.com/api.php,generic,"!random"
pepper,https://pepper.gamepedia.com/api.php,generic,"!random"
machinehunter,https://machinehunter.gamepedia.com/api.php,generic,"!random"
goodgameempire,https://goodgameempire.gamepedia.com/api.php,generic,"!random"
skullandbones,https://skullandbones.gamepedia.com/api.php,generic,"!random"
counterspell,https://counterspell.gamepedia.com/api.php,generic,"!random"
ageofwushu,https://ageofwushu.gamepedia.com/api.php,generic,"!random"
unveil,https://unveil.gamepedia.com/api.php,generic,"!random"
foregone,https://foregone.gamepedia.com/api.php,generic,"!random"
stormdivers,https://stormdivers.gamepedia.com/api.php,generic,"!random"
metropolisim,https://metropolisim.gamepedia.com/api.php,generic,"!random"
antidote,https://antidote.gamepedia.com/api.php,generic,"!random"
susurrus,https://susurrus.gamepedia.com/api.php,generic,"!random"
occupymars,https://occupymars.gamepedia.com/api.php,generic,"!random"
thislandismyland,https://thislandismyland.gamepedia.com/api.php,generic,"!random"
creepycastle,https://creepycastle.gamepedia.com/api.php,generic,"!random"
adinfinitum,https://adinfinitum.gamepedia.com/api.php,generic,"!random"
swordlegacyomen,https://swordlegacyomen.gamepedia.com/api.php,generic,"!random"
sundered,https://sundered.gamepedia.com/api.php,generic,"!random"
machiavillain,https://machiavillain.gamepedia.com/api.php,generic,"!random"
virtualearthonline,https://virtualearthonline.gamepedia.com/api.php,generic,"!random"
cartelmogul,https://cartelmogul.gamepedia.com/api.php,generic,"!random"
geteven,https://geteven.gamepedia.com/api.php,generic,"!random"
aegisdefenders,https://aegisdefenders.gamepedia.com/api.php,generic,"!random"
tellinglies,https://tellinglies.gamepedia.com/api.php,generic,"!random"
legacy,https://legacy.gamepedia.com/api.php,generic,"!random"
mirador,https://mirador.gamepedia.com/api.php,generic,"!random"
citytopia,https://citytopia.gamepedia.com/api.php,generic,"!random"
farmerama,https://farmerama.gamepedia.com/api.php,generic,"!random"
pokeland,https://pokeland.gamepedia.com/api.php,generic,"!random"
installation01,https://installation01.gamepedia.com/api.php,generic,"!random"
terranil,https://terranil.gamepedia.com/api.php,generic,"!random"
warofrights,https://warofrights.gamepedia.com/api.php,generic,"!random"
aoe4,https://aoe4.gamepedia.com/api.php,generic,"!random"
forgedofblood,https://forgedofblood.gamepedia.com/api.php,generic,"!random"
hellblade,https://hellblade.gamepedia.com/api.php,generic,"!random"
saintsandsinners,https://saintsandsinners.gamepedia.com/api.php,generic,"!random"
identity,https://identity.gamepedia.com/api.php,generic,"!random"
sublevelzero,https://sublevelzero.gamepedia.com/api.php,generic,"!random"
styx,https://styx.gamepedia.com/api.php,generic,"!random"
killerinstinct,https://killerinstinct.gamepedia.com/api.php,generic,"!random"
heroesandlegends,https://heroesandlegends.gamepedia.com/api.php,generic,"!random"
trailmakers,https://trailmakers.gamepedia.com/api.php,generic,"!random"
absolver,https://absolver.gamepedia.com/api.php,generic,"!random"
scalpers,https://scalpers.gamepedia.com/api.php,generic,"!random"
overland,https://overland.gamepedia.com/api.php,generic,"!random"
subnautica,https://subnautica.gamepedia.com/api.php,generic,"!random"
thesignalfromtolva,https://thesignalfromtolva.gamepedia.com/api.php,generic,"!random"
pioneer,https://pioneer.gamepedia.com/api.php,generic,"!random"
dayofdestruction,https://dayofdestruction.gamepedia.com/api.php,generic,"!random"
stonerage,https://stonerage.gamepedia.com/api.php,generic,"!random"
narutoonline,https://narutoonline.gamepedia.com/api.php,generic,"!random"
startrekbridgecrew,https://startrekbridgecrew.gamepedia.com/api.php,generic,"!random"
watershed,https://watershed.gamepedia.com/api.php,generic,"!random"
simsmobile,https://simsmobile.gamepedia.com/api.php,generic,"!random"
skarathebladeremains,https://skarathebladeremains.gamepedia.com/api.php,generic,"!random"
epicmanager,https://epicmanager.gamepedia.com/api.php,generic,"!random"
pacmanfriends,https://pacmanfriends.gamepedia.com/api.php,generic,"!random"
earthnight,https://earthnight.gamepedia.com/api.php,generic,"!random"
rotocolorrhythm,https://rotocolorrhythm.gamepedia.com/api.php,generic,"!random"
sinner,https://sinner.gamepedia.com/api.php,generic,"!random"
theflameintheflood,https://theflameintheflood.gamepedia.com/api.php,generic,"!random"
postmasterlegacy,https://postmasterlegacy.gamepedia.com/api.php,generic,"!random"
scorn,https://scorn.gamepedia.com/api.php,generic,"!random"
lightofhope,https://lightofhope.gamepedia.com/api.php,generic,"!random"
trappeddead,https://trappeddead.gamepedia.com/api.php,generic,"!random"
chaosreborn,https://chaosreborn.gamepedia.com/api.php,generic,"!random"
titansouls,https://titansouls.gamepedia.com/api.php,generic,"!random"
claybook,https://claybook.gamepedia.com/api.php,generic,"!random"
realestatemogul,https://realestatemogul.gamepedia.com/api.php,generic,"!random"
skydome,https://skydome.gamepedia.com/api.php,generic,"!random"
heartforthalicia,https://heartforthalicia.gamepedia.com/api.php,generic,"!random"
draugen,https://draugen.gamepedia.com/api.php,generic,"!random"
spacehulk,https://spacehulk.gamepedia.com/api.php,generic,"!random"
dontbleed,https://dontbleed.gamepedia.com/api.php,generic,"!random"
heartandslash,https://heartandslash.gamepedia.com/api.php,generic,"!random"
projectvelyria,https://projectvelyria.gamepedia.com/api.php,generic,"!random"
spinzio,https://spinzio.gamepedia.com/api.php,generic,"!random"
starbreak,https://starbreak.gamepedia.com/api.php,generic,"!random"
battlecrewspacepirates,https://battlecrewspacepirates.gamepedia.com/api.php,generic,"!random"
remnants,https://remnants.gamepedia.com/api.php,generic,"!random"
abzu,https://abzu.gamepedia.com/api.php,generic,"!random"
koe,https://koe.gamepedia.com/api.php,generic,"!random"
risebattlelines,https://risebattlelines.gamepedia.com/api.php,generic,"!random"
tileminer,https://tileminer.gamepedia.com/api.php,generic,"!random"
warofascension,https://warofascension.gamepedia.com/api.php,generic,"!random"
oblige,https://oblige.gamepedia.com/api.php,generic,"!random"
deaddozen,https://deaddozen.gamepedia.com/api.php,generic,"!random"
relicsofgods,https://relicsofgods.gamepedia.com/api.php,generic,"!random"
protomasons,https://protomasons.gamepedia.com/api.php,generic,"!random"
dungeonoftheendless,https://dungeonoftheendless.gamepedia.com/api.php,generic,"!random"
tokyo42,https://tokyo42.gamepedia.com/api.php,generic,"!random"
spaceodyssey,https://spaceodyssey.gamepedia.com/api.php,generic,"!random"
footballtactics,https://footballtactics.gamepedia.com/api.php,generic,"!random"
11x11,https://11x11.gamepedia.com/api.php,generic,"!random"
pinballfx3,https://pinballfx3.gamepedia.com/api.php,generic,"!random"
knack,https://knack.gamepedia.com/api.php,generic,"!random"
bladeandsoulrevolution,https://bladeandsoulrevolution.gamepedia.com/api.php,generic,"!random"
dreadnought,https://dreadnought.gamepedia.com/api.php,generic,"!random"
perception,https://perception.gamepedia.com/api.php,generic,"!random"
atrain,https://atrain.gamepedia.com/api.php,generic,"!random"
sonofnor,https://sonofnor.gamepedia.com/api.php,generic,"!random"
organicpanic,https://organicpanic.gamepedia.com/api.php,generic,"!random"
biomutant,https://biomutant.gamepedia.com/api.php,generic,"!random"
piratebattleio,https://piratebattleio.gamepedia.com/api.php,generic,"!random"
arccontinuum,https://arccontinuum.gamepedia.com/api.php,generic,"!random"
thefarreaches,https://thefarreaches.gamepedia.com/api.php,generic,"!random"
paradiselost,https://paradiselost.gamepedia.com/api.php,generic,"!random"
frozenstate,https://frozenstate.gamepedia.com/api.php,generic,"!random"
worldwarmachine,https://worldwarmachine.gamepedia.com/api.php,generic,"!random"
ultimategeneral,https://ultimategeneral.gamepedia.com/api.php,generic,"!random"
boxmaze,https://boxmaze.gamepedia.com/api.php,generic,"!random"
zombienightterror,https://zombienightterror.gamepedia.com/api.php,generic,"!random"
valhallahills,https://valhallahills.gamepedia.com/api.php,generic,"!random"
everywhere,https://everywhere.gamepedia.com/api.php,generic,"!random"
mooncrest,https://mooncrest.gamepedia.com/api.php,generic,"!random"
orangemoon,https://orangemoon.gamepedia.com/api.php,generic,"!random"
iambread,https://iambread.gamepedia.com/api.php,generic,"!random"
nimbatus,https://nimbatus.gamepedia.com/api.php,generic,"!random"
scufflebuddies,https://scufflebuddies.gamepedia.com/api.php,generic,"!random"
rime,https://rime.gamepedia.com/api.php,generic,"!random"
h-hour,https://h-hour.gamepedia.com/api.php,generic,"!random"
aragami,https://aragami.gamepedia.com/api.php,generic,"!random"
aderynscradle,https://aderynscradle.gamepedia.com/api.php,generic,"!random"
theturingtest,https://theturingtest.gamepedia.com/api.php,generic,"!random"
arkcraft,https://arkcraft.gamepedia.com/api.php,generic,"!random"
vloggergoviral,https://vloggergoviral.gamepedia.com/api.php,generic,"!random"
swrtp,https://swrtp.gamepedia.com/api.php,generic,"!random"
project1v1,https://project1v1.gamepedia.com/api.php,generic,"!random"
lastdaysofoldearth,https://lastdaysofoldearth.gamepedia.com/api.php,generic,"!random"
cityoftitans,https://cityoftitans.gamepedia.com/api.php,generic,"!random"
cryamore,https://cryamore.gamepedia.com/api.php,generic,"!random"
crossingsouls,https://crossingsouls.gamepedia.com/api.php,generic,"!random"
stasis,https://stasis.gamepedia.com/api.php,generic,"!random"
bonkio,https://bonkio.gamepedia.com/api.php,generic,"!random"
darkborn,https://darkborn.gamepedia.com/api.php,generic,"!random"
horesion,https://horesion.gamepedia.com/api.php,generic,"!random"
sky,https://sky.gamepedia.com/api.php,generic,"!random"
lasersharksio,https://lasersharksio.gamepedia.com/api.php,generic,"!random"
secretsofraetikon,https://secretsofraetikon.gamepedia.com/api.php,generic,"!random"
stormunited,https://stormunited.gamepedia.com/api.php,generic,"!random"
aer,https://aer.gamepedia.com/api.php,generic,"!random"
deadwood,https://deadwood.gamepedia.com/api.php,generic,"!random"
petsattack,https://petsattack.gamepedia.com/api.php,generic,"!random"
smiterivals,https://smiterivals.gamepedia.com/api.php,generic,"!random"
ironkill,https://ironkill.gamepedia.com/api.php,generic,"!random"
battletoads,https://battletoads.gamepedia.com/api.php,generic,"!random"
earthlock,https://earthlock.gamepedia.com/api.php,generic,"!random"
lifeless,https://lifeless.gamepedia.com/api.php,generic,"!random"
edenstar,https://edenstar.gamepedia.com/api.php,generic,"!random"
blackannex,https://blackannex.gamepedia.com/api.php,generic,"!random"
voxelquest,https://voxelquest.gamepedia.com/api.php,generic,"!random"
infinifactory,https://infinifactory.gamepedia.com/api.php,generic,"!random"
roguewizards,https://roguewizards.gamepedia.com/api.php,generic,"!random"
granbluefantasy,https://granbluefantasy.gamepedia.com/api.php,generic,"!random"
drginitiative,https://drginitiative.gamepedia.com/api.php,generic,"!random"
vane,https://vane.gamepedia.com/api.php,generic,"!random"
basingstoke,https://basingstoke.gamepedia.com/api.php,generic,"!random"
descentunderground,https://descentunderground.gamepedia.com/api.php,generic,"!random"
phoenixpoint,https://phoenixpoint.gamepedia.com/api.php,generic,"!random"
newworld,https://newworld.gamepedia.com/api.php,generic,"!random"
growhome,https://growhome.gamepedia.com/api.php,generic,"!random"
basement,https://basement.gamepedia.com/api.php,generic,"!random"
behindnowhere,https://behindnowhere.gamepedia.com/api.php,generic,"!random"
eminencexanderstales,https://eminencexanderstales.gamepedia.com/api.php,generic,"!random"
daysofwar,https://daysofwar.gamepedia.com/api.php,generic,"!random"
aplacefortheunwilling,https://aplacefortheunwilling.gamepedia.com/api.php,generic,"!random"
spyjinx,https://spyjinx.gamepedia.com/api.php,generic,"!random"
codenamesteam,https://codenamesteam.gamepedia.com/api.php,generic,"!random"
bloomlabyrinth,https://bloomlabyrinth.gamepedia.com/api.php,generic,"!random"
lastinua,https://lastinua.gamepedia.com/api.php,generic,"!random"
intothestars,https://intothestars.gamepedia.com/api.php,generic,"!random"
eonaltar,https://eonaltar.gamepedia.com/api.php,generic,"!random"
dawnoftheimmortals,https://dawnoftheimmortals.gamepedia.com/api.php,generic,"!random"
overkillsthewalkingdead,https://overkillsthewalkingdead.gamepedia.com/api.php,generic,"!random"
islanded,https://islanded.gamepedia.com/api.php,generic,"!random"
domdaria,https://domdaria.gamepedia.com/api.php,generic,"!random"
endciv,https://endciv.gamepedia.com/api.php,generic,"!random"
littledevilinside,https://littledevilinside.gamepedia.com/api.php,generic,"!random"
aitd,https://aitd.gamepedia.com/api.php,generic,"!random"
chronos,https://chronos.gamepedia.com/api.php,generic,"!random"
soulsaga,https://soulsaga.gamepedia.com/api.php,generic,"!random"
unsungstory,https://unsungstory.gamepedia.com/api.php,generic,"!random"
crimsondragon,https://crimsondragon.gamepedia.com/api.php,generic,"!random"
grave,https://grave.gamepedia.com/api.php,generic,"!random"
ouroboros,https://ouroboros.gamepedia.com/api.php,generic,"!random"
lichdombattlemage,https://lichdombattlemage.gamepedia.com/api.php,generic,"!random"
sigils,https://sigils.gamepedia.com/api.php,generic,"!random"
jotun,https://jotun.gamepedia.com/api.php,generic,"!random"
inside,https://inside.gamepedia.com/api.php,generic,"!random"
worldzombination,https://worldzombination.gamepedia.com/api.php,generic,"!random"
thewonderful101,https://thewonderful101.gamepedia.com/api.php,generic,"!random"
flagship,https://flagship.gamepedia.com/api.php,generic,"!random"
goblinharvest,https://goblinharvest.gamepedia.com/api.php,generic,"!random"
oberon,https://oberon.gamepedia.com/api.php,generic,"!random"
fantasylife,https://fantasylife.gamepedia.com/api.php,generic,"!random"
uemeu,https://uemeu.gamepedia.com/api.php,generic,"!random"
wildseason,https://wildseason.gamepedia.com/api.php,generic,"!random"
tacticalheroes,https://tacticalheroes.gamepedia.com/api.php,generic,"!random"
nova-111,https://nova-111.gamepedia.com/api.php,generic,"!random"
saltandsanctuary,https://saltandsanctuary.gamepedia.com/api.php,generic,"!random"
dicetiny,https://dicetiny.gamepedia.com/api.php,generic,"!random"
projectphoenix,https://projectphoenix.gamepedia.com/api.php,generic,"!random"
clickerheroes2,https://clickerheroes2.gamepedia.com/api.php,generic,"!random"
moonhunters,https://moonhunters.gamepedia.com/api.php,generic,"!random"
oriontrail,https://oriontrail.gamepedia.com/api.php,generic,"!random"
wild,https://wild.gamepedia.com/api.php,generic,"!random"
returnoftheobradinn,https://returnoftheobradinn.gamepedia.com/api.php,generic,"!random"
wander,https://wander.gamepedia.com/api.php,generic,"!random"
campingwood,https://campingwood.gamepedia.com/api.php,generic,"!random"
omori,https://omori.gamepedia.com/api.php,generic,"!random"
popupdungeon,https://popupdungeon.gamepedia.com/api.php,generic,"!random"
lastlife,https://lastlife.gamepedia.com/api.php,generic,"!random"
naturaldoctrine,https://naturaldoctrine.gamepedia.com/api.php,generic,"!random"
strengthoftheswordultimate,https://strengthoftheswordultimate.gamepedia.com/api.php,generic,"!random"
d4,https://d4.gamepedia.com/api.php,generic,"!random"
lifelessplanet,https://lifelessplanet.gamepedia.com/api.php,generic,"!random"
pathtothesky,https://pathtothesky.gamepedia.com/api.php,generic,"!random"
wattam,https://wattam.gamepedia.com/api.php,generic,"!random"
valianthearts,https://valianthearts.gamepedia.com/api.php,generic,"!random"
crashtastic,https://crashtastic.gamepedia.com/api.php,generic,"!random"
theswindle,https://theswindle.gamepedia.com/api.php,generic,"!random"
dethroned,https://dethroned.gamepedia.com/api.php,generic,"!random"
defaultdan,https://defaultdan.gamepedia.com/api.php,generic,"!random"
dokidokiuniverse,https://dokidokiuniverse.gamepedia.com/api.php,generic,"!random"
sonder,https://sonder.gamepedia.com/api.php,generic,"!random"
oberonscourt,https://oberonscourt.gamepedia.com/api.php,generic,"!random"
stacking,https://stacking.gamepedia.com/api.php,generic,"!random"
raysthedead,https://raysthedead.gamepedia.com/api.php,generic,"!random"
nuclearthrone,https://nuclearthrone.gamepedia.com/api.php,generic,"!random"
mew-genics,https://mew-genics.gamepedia.com/api.php,generic,"!random"
distance,https://distance.gamepedia.com/api.php,generic,"!random"
forsakenfortress,https://forsakenfortress.gamepedia.com/api.php,generic,"!random"
