referenceid,endpoint,resolverid,displaycolor
chromasquad,https://chromasquad.gamepedia.com/api.php,generic,"!random"
ageofwushudynasty,https://ageofwushudynasty.gamepedia.com/api.php,generic,"!random"
thecastledoctrine,https://thecastledoctrine.gamepedia.com/api.php,generic,"!random"
chronoclysm,https://chronoclysm.gamepedia.com/api.php,generic,"!random"
overload,https://overload.gamepedia.com/api.php,generic,"!random"
valkyrieprofilelenneth,https://valkyrieprofilelenneth.gamepedia.com/api.php,generic,"!random"
transarctica,https://transarctica.gamepedia.com/api.php,generic,"!random"
weaponographist,https://weaponographist.gamepedia.com/api.php,generic,"!random"
outlast,https://outlast.gamepedia.com/api.php,generic,"!random"
newfrontier,https://newfrontier.gamepedia.com/api.php,generic,"!random"
mutantyearzero,https://mutantyearzero.gamepedia.com/api.php,generic,"!random"
riseofindustry,https://riseofindustry.gamepedia.com/api.php,generic,"!random"
immure,https://immure.gamepedia.com/api.php,generic,"!random"
toothandtail,https://toothandtail.gamepedia.com/api.php,generic,"!random"
unturned,https://unturned.gamepedia.com/api.php,generic,"!random"
supersenso,https://supersenso.gamepedia.com/api.php,generic,"!random"
adventurermanager,https://adventurermanager.gamepedia.com/api.php,generic,"!random"
fo4horizon,https://fo4horizon.gamepedia.com/api.php,generic,"!random"
conanunconquered,https://conanunconquered.gamepedia.com/api.php,generic,"!random"
dustwind,https://dustwind.gamepedia.com/api.php,generic,"!random"
darkcolony,https://darkcolony.gamepedia.com/api.php,generic,"!random"
iislandsofwar,https://iislandsofwar.gamepedia.com/api.php,generic,"!random"
monstercrown,https://monstercrown.gamepedia.com/api.php,generic,"!random"
artofconquest,https://artofconquest.gamepedia.com/api.php,generic,"!random"
raidworldwar2,https://raidworldwar2.gamepedia.com/api.php,generic,"!random"
taleoftoast,https://taleoftoast.gamepedia.com/api.php,generic,"!random"
dragonballlegends,https://dragonballlegends.gamepedia.com/api.php,generic,"!random"
chibifighters,https://chibifighters.gamepedia.com/api.php,generic,"!random"
ourworld,https://ourworld.gamepedia.com/api.php,generic,"!random"
candybox2,https://candybox2.gamepedia.com/api.php,generic,"!random"
driftland,https://driftland.gamepedia.com/api.php,generic,"!random"
thebeastinside,https://thebeastinside.gamepedia.com/api.php,generic,"!random"
nomnomgalaxy,https://nomnomgalaxy.gamepedia.com/api.php,generic,"!random"
howtosurvive,https://howtosurvive.gamepedia.com/api.php,generic,"!random"
thegreatgaias,https://thegreatgaias.gamepedia.com/api.php,generic,"!random"
grimmnotes,https://grimmnotes.gamepedia.com/api.php,generic,"!random"
eternalcrusade,https://eternalcrusade.gamepedia.com/api.php,generic,"!random"
vampyr,https://vampyr.gamepedia.com/api.php,generic,"!random"
ashesofthesingularity,https://ashesofthesingularity.gamepedia.com/api.php,generic,"!random"
onmyown,https://onmyown.gamepedia.com/api.php,generic,"!random"
chkn,https://chkn.gamepedia.com/api.php,generic,"!random"
callofdutywwii,https://callofdutywwii.gamepedia.com/api.php,generic,"!random"
deltarune,https://deltarune.gamepedia.com/api.php,generic,"!random"
dungeonsouls,https://dungeonsouls.gamepedia.com/api.php,generic,"!random"
fiz,https://fiz.gamepedia.com/api.php,generic,"!random"
piratesoftheenchiridion,https://piratesoftheenchiridion.gamepedia.com/api.php,generic,"!random"
volcanoids,https://volcanoids.gamepedia.com/api.php,generic,"!random"
interstellaria,https://interstellaria.gamepedia.com/api.php,generic,"!random"
herossong,https://herossong.gamepedia.com/api.php,generic,"!random"
railroadcorporation,https://railroadcorporation.gamepedia.com/api.php,generic,"!random"
shortesttriptoearth,https://shortesttriptoearth.gamepedia.com/api.php,generic,"!random"
goldenrush,https://goldenrush.gamepedia.com/api.php,generic,"!random"
seashine,https://seashine.gamepedia.com/api.php,generic,"!random"
bardstale,https://bardstale.gamepedia.com/api.php,generic,"!random"
axe,https://axe.gamepedia.com/api.php,generic,"!random"
rulesofsurvival,https://rulesofsurvival.gamepedia.com/api.php,generic,"!random"
neonchrome,https://neonchrome.gamepedia.com/api.php,generic,"!random"
genesisalphaone,https://genesisalphaone.gamepedia.com/api.php,generic,"!random"
ogat,https://ogat.gamepedia.com/api.php,generic,"!random"
questforinfamy,https://questforinfamy.gamepedia.com/api.php,generic,"!random"
anodyne,https://anodyne.gamepedia.com/api.php,generic,"!random"
bigpharma,https://bigpharma.gamepedia.com/api.php,generic,"!random"
atlasreactor,https://atlasreactor.gamepedia.com/api.php,generic,"!random"
thunderrunwarofclans,https://thunderrunwarofclans.gamepedia.com/api.php,generic,"!random"
bocproject,https://bocproject.gamepedia.com/api.php,generic,"!random"
mok,https://mok.gamepedia.com/api.php,generic,"!random"
warmachine,https://warmachine.gamepedia.com/api.php,generic,"!random"
insurgencysandstorm,https://insurgencysandstorm.gamepedia.com/api.php,generic,"!random"
impactwinter,https://impactwinter.gamepedia.com/api.php,generic,"!random"
lordsoftheblacksun,https://lordsoftheblacksun.gamepedia.com/api.php,generic,"!random"
monstercastle,https://monstercastle.gamepedia.com/api.php,generic,"!random"
murderouspursuits,https://murderouspursuits.gamepedia.com/api.php,generic,"!random"
thenorwoodsuite,https://thenorwoodsuite.gamepedia.com/api.php,generic,"!random"
thedragonteam,https://thedragonteam.gamepedia.com/api.php,generic,"!random"
regionsofruin,https://regionsofruin.gamepedia.com/api.php,generic,"!random"
arcanium,https://arcanium.gamepedia.com/api.php,generic,"!random"
gutsandglory,https://gutsandglory.gamepedia.com/api.php,generic,"!random"
legodimensions,https://legodimensions.gamepedia.com/api.php,generic,"!random"
angelswithscalywings,https://angelswithscalywings.gamepedia.com/api.php,generic,"!random"
onemillionworlds,https://onemillionworlds.gamepedia.com/api.php,generic,"!random"
durango,https://durango.gamepedia.com/api.php,generic,"!random"
transportfever,https://transportfever.gamepedia.com/api.php,generic,"!random"
dragonevo,https://dragonevo.gamepedia.com/api.php,generic,"!random"
roguelegacy,https://roguelegacy.gamepedia.com/api.php,generic,"!random"
tokyodark,https://tokyodark.gamepedia.com/api.php,generic,"!random"
heroesofventuria,https://heroesofventuria.gamepedia.com/api.php,generic,"!random"
steep,https://steep.gamepedia.com/api.php,generic,"!random"
killingfloor2,https://killingfloor2.gamepedia.com/api.php,generic,"!random"
thatwhichsleeps,https://thatwhichsleeps.gamepedia.com/api.php,generic,"!random"
castlestory,https://castlestory.gamepedia.com/api.php,generic,"!random"
blackwake,https://blackwake.gamepedia.com/api.php,generic,"!random"
ashofgods,https://ashofgods.gamepedia.com/api.php,generic,"!random"
zombsroyaleio,https://zombsroyaleio.gamepedia.com/api.php,generic,"!random"
universalpaperclips,https://universalpaperclips.gamepedia.com/api.php,generic,"!random"
dungreed,https://dungreed.gamepedia.com/api.php,generic,"!random"
productionline,https://productionline.gamepedia.com/api.php,generic,"!random"
bestiary,https://bestiary.gamepedia.com/api.php,generic,"!random"
dwelvers,https://dwelvers.gamepedia.com/api.php,generic,"!random"
flamevsblaze,https://flamevsblaze.gamepedia.com/api.php,generic,"!random"
sigmatheory,https://sigmatheory.gamepedia.com/api.php,generic,"!random"
ipecacmod,https://ipecacmod.gamepedia.com/api.php,generic,"!random"
onelatenight,https://onelatenight.gamepedia.com/api.php,generic,"!random"
tacoma,https://tacoma.gamepedia.com/api.php,generic,"!random"
armello,https://armello.gamepedia.com/api.php,generic,"!random"
superdungeonbros,https://superdungeonbros.gamepedia.com/api.php,generic,"!random"
exoheroes,https://exoheroes.gamepedia.com/api.php,generic,"!random"
astralterra,https://astralterra.gamepedia.com/api.php,generic,"!random"
windborne,https://windborne.gamepedia.com/api.php,generic,"!random"
legendsofdawn,https://legendsofdawn.gamepedia.com/api.php,generic,"!random"
windforge,https://windforge.gamepedia.com/api.php,generic,"!random"
mopeio,https://mopeio.gamepedia.com/api.php,generic,"!random"
virtualrogue,https://virtualrogue.gamepedia.com/api.php,generic,"!random"
costumequest,https://costumequest.gamepedia.com/api.php,generic,"!random"
fearthewolves,https://fearthewolves.gamepedia.com/api.php,generic,"!random"
amidevil,https://amidevil.gamepedia.com/api.php,generic,"!random"
spacepioneer,https://spacepioneer.gamepedia.com/api.php,generic,"!random"
skyknights,https://skyknights.gamepedia.com/api.php,generic,"!random"
ashesofcreation,https://ashesofcreation.gamepedia.com/api.php,generic,"!random"
atomicbrawl,https://atomicbrawl.gamepedia.com/api.php,generic,"!random"
thehinterlands,https://thehinterlands.gamepedia.com/api.php,generic,"!random"
secondchanceheroes,https://secondchanceheroes.gamepedia.com/api.php,generic,"!random"
cryptark,https://cryptark.gamepedia.com/api.php,generic,"!random"
cattleandcrops,https://cattleandcrops.gamepedia.com/api.php,generic,"!random"
lightbearers,https://lightbearers.gamepedia.com/api.php,generic,"!random"
revolve8,https://revolve8.gamepedia.com/api.php,generic,"!random"
revhead,https://revhead.gamepedia.com/api.php,generic,"!random"
viridi,https://viridi.gamepedia.com/api.php,generic,"!random"
islandsofnyne,https://islandsofnyne.gamepedia.com/api.php,generic,"!random"
fishingbarentssea,https://fishingbarentssea.gamepedia.com/api.php,generic,"!random"
purrfectdate,https://purrfectdate.gamepedia.com/api.php,generic,"!random"
airshipsconquertheskies,https://airshipsconquertheskies.gamepedia.com/api.php,generic,"!random"
transistor,https://transistor.gamepedia.com/api.php,generic,"!random"
thekindred,https://thekindred.gamepedia.com/api.php,generic,"!random"
dragonstrike,https://dragonstrike.gamepedia.com/api.php,generic,"!random"
stygian,https://stygian.gamepedia.com/api.php,generic,"!random"
forced,https://forced.gamepedia.com/api.php,generic,"!random"
evonythekingsreturn,https://evonythekingsreturn.gamepedia.com/api.php,generic,"!random"
theexorcistlegion,https://theexorcistlegion.gamepedia.com/api.php,generic,"!random"
giftofparthax,https://giftofparthax.gamepedia.com/api.php,generic,"!random"
swapsandtraps,https://swapsandtraps.gamepedia.com/api.php,generic,"!random"
il2sturmovik,https://il2sturmovik.gamepedia.com/api.php,generic,"!random"
undertale,https://undertale.gamepedia.com/api.php,generic,"!random"
ironharvest,https://ironharvest.gamepedia.com/api.php,generic,"!random"
lostsphear,https://lostsphear.gamepedia.com/api.php,generic,"!random"
besiege,https://besiege.gamepedia.com/api.php,generic,"!random"
factorio,https://factorio.gamepedia.com/api.php,generic,"!random"
horizon,https://horizon.gamepedia.com/api.php,generic,"!random"
eador,https://eador.gamepedia.com/api.php,generic,"!random"
dissidiafinalfantasynt,https://dissidiafinalfantasynt.gamepedia.com/api.php,generic,"!random"
quarantine,https://quarantine.gamepedia.com/api.php,generic,"!random"
projectargo,https://projectargo.gamepedia.com/api.php,generic,"!random"
warcube,https://warcube.gamepedia.com/api.php,generic,"!random"
kurtzpel,https://kurtzpel.gamepedia.com/api.php,generic,"!random"
rad,https://rad.gamepedia.com/api.php,generic,"!random"
laserleague,https://laserleague.gamepedia.com/api.php,generic,"!random"
pocketplatoons,https://pocketplatoons.gamepedia.com/api.php,generic,"!random"
gar,https://gar.gamepedia.com/api.php,generic,"!random"
steredenn,https://steredenn.gamepedia.com/api.php,generic,"!random"
superdoggosnacktime,https://superdoggosnacktime.gamepedia.com/api.php,generic,"!random"
simpleplanes,https://simpleplanes.gamepedia.com/api.php,generic,"!random"
tubetycoon,https://tubetycoon.gamepedia.com/api.php,generic,"!random"
germaniummod,https://germaniummod.gamepedia.com/api.php,generic,"!random"
novusaeterno,https://novusaeterno.gamepedia.com/api.php,generic,"!random"
wormswmd,https://wormswmd.gamepedia.com/api.php,generic,"!random"
altamar,https://altamar.gamepedia.com/api.php,generic,"!random"
torchlight,https://torchlight.gamepedia.com/api.php,generic,"!random"
wrongworld,https://wrongworld.gamepedia.com/api.php,generic,"!random"
grip,https://grip.gamepedia.com/api.php,generic,"!random"
shining,https://shining.gamepedia.com/api.php,generic,"!random"
tacticool,https://tacticool.gamepedia.com/api.php,generic,"!random"
battlestargalacticadeadlock,https://battlestargalacticadeadlock.gamepedia.com/api.php,generic,"!random"
minimum,https://minimum.gamepedia.com/api.php,generic,"!random"
thelastguardian,https://thelastguardian.gamepedia.com/api.php,generic,"!random"
atomicrops,https://atomicrops.gamepedia.com/api.php,generic,"!random"
dungeondefense,https://dungeondefense.gamepedia.com/api.php,generic,"!random"
prodigygame,https://prodigygame.gamepedia.com/api.php,generic,"!random"
shadwen,https://shadwen.gamepedia.com/api.php,generic,"!random"
secretsofgrindea,https://secretsofgrindea.gamepedia.com/api.php,generic,"!random"
newdawn,https://newdawn.gamepedia.com/api.php,generic,"!random"
heathen,https://heathen.gamepedia.com/api.php,generic,"!random"
impire,https://impire.gamepedia.com/api.php,generic,"!random"
robotarena3,https://robotarena3.gamepedia.com/api.php,generic,"!random"
slayawaycamp,https://slayawaycamp.gamepedia.com/api.php,generic,"!random"
aggressorsancientrome,https://aggressorsancientrome.gamepedia.com/api.php,generic,"!random"
theouterworlds,https://theouterworlds.gamepedia.com/api.php,generic,"!random"
spacebasedf9,https://spacebasedf9.gamepedia.com/api.php,generic,"!random"
strafe,https://strafe.gamepedia.com/api.php,generic,"!random"
beyondfleshandblood,https://beyondfleshandblood.gamepedia.com/api.php,generic,"!random"
navalaction,https://navalaction.gamepedia.com/api.php,generic,"!random"
paganonline,https://paganonline.gamepedia.com/api.php,generic,"!random"
boxbot,https://boxbot.gamepedia.com/api.php,generic,"!random"
rimworldavp,https://rimworldavp.gamepedia.com/api.php,generic,"!random"
underworldascendant,https://underworldascendant.gamepedia.com/api.php,generic,"!random"
effie,https://effie.gamepedia.com/api.php,generic,"!random"
miscreated,https://miscreated.gamepedia.com/api.php,generic,"!random"
fallenlegion,https://fallenlegion.gamepedia.com/api.php,generic,"!random"
egglia,https://egglia.gamepedia.com/api.php,generic,"!random"
40winks,https://40winks.gamepedia.com/api.php,generic,"!random"
ravenfield,https://ravenfield.gamepedia.com/api.php,generic,"!random"
zgirls,https://zgirls.gamepedia.com/api.php,generic,"!random"
oxenfree,https://oxenfree.gamepedia.com/api.php,generic,"!random"
circuitsandshields,https://circuitsandshields.gamepedia.com/api.php,generic,"!random"
hegemony,https://hegemony.gamepedia.com/api.php,generic,"!random"
concretejungle,https://concretejungle.gamepedia.com/api.php,generic,"!random"
demonsage,https://demonsage.gamepedia.com/api.php,generic,"!random"
iconoclasts,https://iconoclasts.gamepedia.com/api.php,generic,"!random"
andthenitateyou,https://andthenitateyou.gamepedia.com/api.php,generic,"!random"
daymare1998,https://daymare1998.gamepedia.com/api.php,generic,"!random"
autoage,https://autoage.gamepedia.com/api.php,generic,"!random"
medievalengineers,https://medievalengineers.gamepedia.com/api.php,generic,"!random"
iconscombatarena,https://iconscombatarena.gamepedia.com/api.php,generic,"!random"
browndust,https://browndust.gamepedia.com/api.php,generic,"!random"
childrenofzodiarcs,https://childrenofzodiarcs.gamepedia.com/api.php,generic,"!random"
twohoursonelife,https://twohoursonelife.gamepedia.com/api.php,generic,"!random"
ascentinfiniterealm,https://ascentinfiniterealm.gamepedia.com/api.php,generic,"!random"
gearstorm,https://gearstorm.gamepedia.com/api.php,generic,"!random"
trover,https://trover.gamepedia.com/api.php,generic,"!random"
starstable,https://starstable.gamepedia.com/api.php,generic,"!random"
betathegame,https://betathegame.gamepedia.com/api.php,generic,"!random"
brokenage,https://brokenage.gamepedia.com/api.php,generic,"!random"
nexustk,https://nexustk.gamepedia.com/api.php,generic,"!random"
endingdays,https://endingdays.gamepedia.com/api.php,generic,"!random"
lastoasis,https://lastoasis.gamepedia.com/api.php,generic,"!random"
renegade-x,https://renegade-x.gamepedia.com/api.php,generic,"!random"
rebuild,https://rebuild.gamepedia.com/api.php,generic,"!random"
paranauticalactivity,https://paranauticalactivity.gamepedia.com/api.php,generic,"!random"
planetrism,https://planetrism.gamepedia.com/api.php,generic,"!random"
conanchopchop,https://conanchopchop.gamepedia.com/api.php,generic,"!random"
notmycar,https://notmycar.gamepedia.com/api.php,generic,"!random"
worldwar3,https://worldwar3.gamepedia.com/api.php,generic,"!random"
granny,https://granny.gamepedia.com/api.php,generic,"!random"
dolmen,https://dolmen.gamepedia.com/api.php,generic,"!random"
royalblood,https://royalblood.gamepedia.com/api.php,generic,"!random"
hideandshriek,https://hideandshriek.gamepedia.com/api.php,generic,"!random"
pvzheroes,https://pvzheroes.gamepedia.com/api.php,generic,"!random"
themandate,https://themandate.gamepedia.com/api.php,generic,"!random"
ayearofrain,https://ayearofrain.gamepedia.com/api.php,generic,"!random"
owlboy,https://owlboy.gamepedia.com/api.php,generic,"!random"
sos,https://sos.gamepedia.com/api.php,generic,"!random"
littlewargame,https://littlewargame.gamepedia.com/api.php,generic,"!random"
stellaroverload,https://stellaroverload.gamepedia.com/api.php,generic,"!random"
aowplanetfall,https://aowplanetfall.gamepedia.com/api.php,generic,"!random"
ourworldofpixels,https://ourworldofpixels.gamepedia.com/api.php,generic,"!random"
iavh,https://iavh.gamepedia.com/api.php,generic,"!random"
warshipbattle3d,https://warshipbattle3d.gamepedia.com/api.php,generic,"!random"
disneyheroes,https://disneyheroes.gamepedia.com/api.php,generic,"!random"
theguild3,https://theguild3.gamepedia.com/api.php,generic,"!random"
victorycommand,https://victorycommand.gamepedia.com/api.php,generic,"!random"
windward,https://windward.gamepedia.com/api.php,generic,"!random"
thelasttinker,https://thelasttinker.gamepedia.com/api.php,generic,"!random"
sevtechages,https://sevtechages.gamepedia.com/api.php,generic,"!random"
chaosmasters,https://chaosmasters.gamepedia.com/api.php,generic,"!random"
rwby,https://rwby.gamepedia.com/api.php,generic,"!random"
livelock,https://livelock.gamepedia.com/api.php,generic,"!random"
beatcop,https://beatcop.gamepedia.com/api.php,generic,"!random"
blackthefall,https://blackthefall.gamepedia.com/api.php,generic,"!random"
weedcraft,https://weedcraft.gamepedia.com/api.php,generic,"!random"
onraid,https://onraid.gamepedia.com/api.php,generic,"!random"
thecolonists,https://thecolonists.gamepedia.com/api.php,generic,"!random"
override,https://override.gamepedia.com/api.php,generic,"!random"
blackcloverquartetknights,https://blackcloverquartetknights.gamepedia.com/api.php,generic,"!random"
resonantops,https://resonantops.gamepedia.com/api.php,generic,"!random"
mothergunship,https://mothergunship.gamepedia.com/api.php,generic,"!random"
heiroflight,https://heiroflight.gamepedia.com/api.php,generic,"!random"
midair,https://midair.gamepedia.com/api.php,generic,"!random"
seven,https://seven.gamepedia.com/api.php,generic,"!random"
exaltedmush,https://exaltedmush.gamepedia.com/api.php,generic,"!random"
reassembly,https://reassembly.gamepedia.com/api.php,generic,"!random"
invisibleinc,https://invisibleinc.gamepedia.com/api.php,generic,"!random"
etheremon,https://etheremon.gamepedia.com/api.php,generic,"!random"
roguefrontiers,https://roguefrontiers.gamepedia.com/api.php,generic,"!random"
trialsoffire,https://trialsoffire.gamepedia.com/api.php,generic,"!random"
sagascarletgrace,https://sagascarletgrace.gamepedia.com/api.php,generic,"!random"
primalcarnage,https://primalcarnage.gamepedia.com/api.php,generic,"!random"
awayout,https://awayout.gamepedia.com/api.php,generic,"!random"
galaxyreavers,https://galaxyreavers.gamepedia.com/api.php,generic,"!random"
judgment,https://judgment.gamepedia.com/api.php,generic,"!random"
abysshorizon,https://abysshorizon.gamepedia.com/api.php,generic,"!random"
puppetkings,https://puppetkings.gamepedia.com/api.php,generic,"!random"
ringofelysium,https://ringofelysium.gamepedia.com/api.php,generic,"!random"
stoneshard,https://stoneshard.gamepedia.com/api.php,generic,"!random"
taichipandaheroes,https://taichipandaheroes.gamepedia.com/api.php,generic,"!random"
trackdaymanager,https://trackdaymanager.gamepedia.com/api.php,generic,"!random"
atthegates,https://atthegates.gamepedia.com/api.php,generic,"!random"
killerpuzzle,https://killerpuzzle.gamepedia.com/api.php,generic,"!random"
mulaka,https://mulaka.gamepedia.com/api.php,generic,"!random"
totherescue,https://totherescue.gamepedia.com/api.php,generic,"!random"
morphieslaw,https://morphieslaw.gamepedia.com/api.php,generic,"!random"
lifesfall,https://lifesfall.gamepedia.com/api.php,generic,"!random"
songbringer,https://songbringer.gamepedia.com/api.php,generic,"!random"
thelastunicorn,https://thelastunicorn.gamepedia.com/api.php,generic,"!random"
monstersanctuary,https://monstersanctuary.gamepedia.com/api.php,generic,"!random"
egress,https://egress.gamepedia.com/api.php,generic,"!random"
exoplanets,https://exoplanets.gamepedia.com/api.php,generic,"!random"
fantasyrealmonline,https://fantasyrealmonline.gamepedia.com/api.php,generic,"!random"
polarissector,https://polarissector.gamepedia.com/api.php,generic,"!random"
worldoffinalfantasy,https://worldoffinalfantasy.gamepedia.com/api.php,generic,"!random"
raceroom,https://raceroom.gamepedia.com/api.php,generic,"!random"
latalew,https://latalew.gamepedia.com/api.php,generic,"!random"
coffeecraze,https://coffeecraze.gamepedia.com/api.php,generic,"!random"
observer,https://observer.gamepedia.com/api.php,generic,"!random"
starlinkbattleforatlas,https://starlinkbattleforatlas.gamepedia.com/api.php,generic,"!random"
wells,https://wells.gamepedia.com/api.php,generic,"!random"
heroesevolved,https://heroesevolved.gamepedia.com/api.php,generic,"!random"
elderscrolls6,https://elderscrolls6.gamepedia.com/api.php,generic,"!random"
goldexpress,https://goldexpress.gamepedia.com/api.php,generic,"!random"
discoelysium,https://discoelysium.gamepedia.com/api.php,generic,"!random"
posthumanwar,https://posthumanwar.gamepedia.com/api.php,generic,"!random"
danmemo,https://danmemo.gamepedia.com/api.php,generic,"!random"
pokemonduel,https://pokemonduel.gamepedia.com/api.php,generic,"!random"
abandonship,https://abandonship.gamepedia.com/api.php,generic,"!random"
elderscrollsblades,https://elderscrollsblades.gamepedia.com/api.php,generic,"!random"
gearspop,https://gearspop.gamepedia.com/api.php,generic,"!random"
omensight,https://omensight.gamepedia.com/api.php,generic,"!random"
parkasaurus,https://parkasaurus.gamepedia.com/api.php,generic,"!random"
abovethefold,https://abovethefold.gamepedia.com/api.php,generic,"!random"
evertilebattlearena,https://evertilebattlearena.gamepedia.com/api.php,generic,"!random"
mechsvsminions,https://mechsvsminions.gamepedia.com/api.php,generic,"!random"
betterlatethandead,https://betterlatethandead.gamepedia.com/api.php,generic,"!random"
pamela,https://pamela.gamepedia.com/api.php,generic,"!random"
disdoored,https://disdoored.gamepedia.com/api.php,generic,"!random"
nextuphero,https://nextuphero.gamepedia.com/api.php,generic,"!random"
battlemechfrontier,https://battlemechfrontier.gamepedia.com/api.php,generic,"!random"
dragonquest,https://dragonquest.gamepedia.com/api.php,generic,"!random"
sevendays,https://sevendays.gamepedia.com/api.php,generic,"!random"
riftkeeper,https://riftkeeper.gamepedia.com/api.php,generic,"!random"
uurnoguurnlimited,https://uurnoguurnlimited.gamepedia.com/api.php,generic,"!random"
melimelo,https://melimelo.gamepedia.com/api.php,generic,"!random"
anewthedistantlight,https://anewthedistantlight.gamepedia.com/api.php,generic,"!random"
nineparchments,https://nineparchments.gamepedia.com/api.php,generic,"!random"
soccerrage,https://soccerrage.gamepedia.com/api.php,generic,"!random"
afterreset,https://afterreset.gamepedia.com/api.php,generic,"!random"
wherecardsfall,https://wherecardsfall.gamepedia.com/api.php,generic,"!random"
realmgrinder,https://realmgrinder.gamepedia.com/api.php,generic,"!random"
spacequestsio,https://spacequestsio.gamepedia.com/api.php,generic,"!random"
lazarus,https://lazarus.gamepedia.com/api.php,generic,"!random"
jawsofextinction,https://jawsofextinction.gamepedia.com/api.php,generic,"!random"
theuniversim,https://theuniversim.gamepedia.com/api.php,generic,"!random"
grimoireofsouls,https://grimoireofsouls.gamepedia.com/api.php,generic,"!random"
riverbond,https://riverbond.gamepedia.com/api.php,generic,"!random"
freedomfinger,https://freedomfinger.gamepedia.com/api.php,generic,"!random"
lastyearthenightmare,https://lastyearthenightmare.gamepedia.com/api.php,generic,"!random"
beyondsol,https://beyondsol.gamepedia.com/api.php,generic,"!random"
vidar,https://vidar.gamepedia.com/api.php,generic,"!random"
cuphead,https://cuphead.gamepedia.com/api.php,generic,"!random"
magesofmystralia,https://magesofmystralia.gamepedia.com/api.php,generic,"!random"
yaga,https://yaga.gamepedia.com/api.php,generic,"!random"
undungeon,https://undungeon.gamepedia.com/api.php,generic,"!random"
ironarmada,https://ironarmada.gamepedia.com/api.php,generic,"!random"
bedlam,https://bedlam.gamepedia.com/api.php,generic,"!random"
sunsetoverdrive,https://sunsetoverdrive.gamepedia.com/api.php,generic,"!random"
starrenegades,https://starrenegades.gamepedia.com/api.php,generic,"!random"
creaturesofenderia,https://creaturesofenderia.gamepedia.com/api.php,generic,"!random"
starcade,https://starcade.gamepedia.com/api.php,generic,"!random"
eternalmagic,https://eternalmagic.gamepedia.com/api.php,generic,"!random"
seasalt,https://seasalt.gamepedia.com/api.php,generic,"!random"
goblinsofelderstone,https://goblinsofelderstone.gamepedia.com/api.php,generic,"!random"
stevescastle-de,https://stevescastle-de.gamepedia.com/api.php,generic,"!random"
intheblack,https://intheblack.gamepedia.com/api.php,generic,"!random"
griftlands,https://griftlands.gamepedia.com/api.php,generic,"!random"
quench,https://quench.gamepedia.com/api.php,generic,"!random"
aplaguetale,https://aplaguetale.gamepedia.com/api.php,generic,"!random"
prehistorickingdom,https://prehistorickingdom.gamepedia.com/api.php,generic,"!random"
redstone2,https://redstone2.gamepedia.com/api.php,generic,"!random"
communityinc,https://communityinc.gamepedia.com/api.php,generic,"!random"
ori,https://ori.gamepedia.com/api.php,generic,"!random"
alienrage,https://alienrage.gamepedia.com/api.php,generic,"!random"
daylight,https://daylight.gamepedia.com/api.php,generic,"!random"
yooka-laylee,https://yooka-laylee.gamepedia.com/api.php,generic,"!random"
yuppiepsycho,https://yuppiepsycho.gamepedia.com/api.php,generic,"!random"
donutcounty,https://donutcounty.gamepedia.com/api.php,generic,"!random"
dcunchained,https://dcunchained.gamepedia.com/api.php,generic,"!random"
detention,https://detention.gamepedia.com/api.php,generic,"!random"
marvelbattlelines,https://marvelbattlelines.gamepedia.com/api.php,generic,"!random"
theblockbox,https://theblockbox.gamepedia.com/api.php,generic,"!random"
populationzero,https://populationzero.gamepedia.com/api.php,generic,"!random"
shardhunters,https://shardhunters.gamepedia.com/api.php,generic,"!random"
viciouscircle,https://viciouscircle.gamepedia.com/api.php,generic,"!random"
strangebrigade,https://strangebrigade.gamepedia.com/api.php,generic,"!random"
imperator,https://imperator.gamepedia.com/api.php,generic,"!random"
neonabyss,https://neonabyss.gamepedia.com/api.php,generic,"!random"
gamedec,https://gamedec.gamepedia.com/api.php,generic,"!random"
innerspace,https://innerspace.gamepedia.com/api.php,generic,"!random"
interplanetary,https://interplanetary.gamepedia.com/api.php,generic,"!random"
soma,https://soma.gamepedia.com/api.php,generic,"!random"
americasarmy,https://americasarmy.gamepedia.com/api.php,generic,"!random"
asteidus,https://asteidus.gamepedia.com/api.php,generic,"!random"
worldofdemons,https://worldofdemons.gamepedia.com/api.php,generic,"!random"
nanosquadron,https://nanosquadron.gamepedia.com/api.php,generic,"!random"
highscores,https://highscores.gamepedia.com/api.php,generic,"!random"
rescuehq,https://rescuehq.gamepedia.com/api.php,generic,"!random"
noblessem,https://noblessem.gamepedia.com/api.php,generic,"!random"
warscrap,https://warscrap.gamepedia.com/api.php,generic,"!random"
solus,https://solus.gamepedia.com/api.php,generic,"!random"
rencounter,https://rencounter.gamepedia.com/api.php,generic,"!random"
fictorum,https://fictorum.gamepedia.com/api.php,generic,"!random"
thetavernofmagic,https://thetavernofmagic.gamepedia.com/api.php,generic,"!random"
armoredbrigade,https://armoredbrigade.gamepedia.com/api.php,generic,"!random"
forgingglory,https://forgingglory.gamepedia.com/api.php,generic,"!random"
blessunleashed,https://blessunleashed.gamepedia.com/api.php,generic,"!random"
darkwar,https://darkwar.gamepedia.com/api.php,generic,"!random"
sdoricasunset,https://sdoricasunset.gamepedia.com/api.php,generic,"!random"
fromrust,https://fromrust.gamepedia.com/api.php,generic,"!random"
alchemygarden,https://alchemygarden.gamepedia.com/api.php,generic,"!random"
atoneheartoftheeldertree,https://atoneheartoftheeldertree.gamepedia.com/api.php,generic,"!random"
